text,sentiment,confidence
is sad she couldnt go out with her girls tonight  Its been too long,Negative,43.37497353553772
PACKING SUCKS i miss my Lee ,Negative,36.731913685798645
O how i love you sammoons  o how i do ,Positive,72.82302975654602
Wants a free doughnut Krispy Kremes are so expensive but 10 million times better than other doughnuts ,Positive,25.25334060192108
new phone  tattoo on monday Woo just had tea yummy,Positive,29.958179593086243
waiting for my hoe to come back ,Negative,30.999231338500977
i just cried a lot  im so over that all  and i cant hear it anymore,Negative,38.63416016101837
Trying to get on facebook ,Negative,22.52762019634247
I want to post lol cats on here but I cant ,Positive,35.29579043388367
RobbieTaylor I have no comment about who won the game until this replay is completed ,Negative,25.803378224372864
Thank you everyone I seriously am I lucky guy to have such great and lovely friends Lets keep in touch  chuckisherecom at LAX,Positive,80.97022771835327
friday gimmick in the office  but always looking forward for the weekend,Positive,39.71318304538727
TALK meeting tonight at Tampa Chamber at 6pm with WOMlinda as guest speaker on Word of Mouth Marketing Happy Hour after  Tinatapas ,Positive,39.40247595310211
successfully obtained  visa entries to enter  and stay in the Royal Kingdom of Thailand ,Positive,59.6951961517334
Downtown Disney ,Positive,37.367090582847595
missing my mom ,Negative,38.150572776794434
A little sad  pretty bad news and feel too much insecure about my playing,Positive,54.66769337654114
HuniB oOhwee naw i just been chillin tryna get use to this new work schedule of having to be at wrk  7 ,Negative,43.42454671859741
juzgalvez Hahaha Dont be scared They need fresh minds and youre it ,Positive,28.792279958724976
grandparents arrive tomorrow good nite ,Positive,45.66637575626373
that was a good chat  keep u posted guys,Positive,31.34801685810089
BrokenStruggle to much waffle amp not enough drinking going on hes a less annoying version of numpty amp hes not you which makes me ,Negative,44.90915834903717
theclimbx3 i knooow  its the pizza girl episode xD lt3,Positive,32.760027050971985
Random drunk girl sitting by my car quotIs that your man bagquot  Me quotYes thats my man bagquot  BTW its name is Butch  ,Negative,57.395464181900024
lots of cool ppl  gt actionchick thewildjoker walterdoc JGDemas amilya williger  followfriday,Positive,41.093361377716064
Alright this is my debute twitt  yay lol,Positive,36.76868975162506
Spitphyre girls i am outta it then  my exams,Positive,24.547521770000458
Why do peep toe shoes hurt so bad ,Negative,61.731064319610596
Alyssa_Milano do celebs get more characters than the rest of us ,Positive,26.203739643096924
need to charge my mac ,Negative,26.970794796943665
Keyshia cole loves bebe too ,Positive,43.616631627082825
dstarr I want my bed  x,Positive,50.39581060409546
Dang itBRBhave to get the cake candles and ice cream out and sing happy birthday to my niece Sweet 16 ,Positive,55.47451972961426
StiffValentine Olympus E410  Besides the recent digital lenses I also got an old 50mm OM lens which mounts via a simple adapter  ,Positive,42.020443081855774
is going to watch the brewer game eat soup play sims and sit in a vaporizer filled room stupid cold this sucks ,Negative,82.9785704612732
Hmmm My whole body feels sore ,Negative,48.42376112937927
Venyadosae Im sooo happy youll get to retake penguin pics I collect penguin stuff and am a penguin FREAK Cant wait to see ,Positive,29.131805896759033
My server has been going down lots lately it makes me a sad WoW player  lol,Negative,50.386905670166016
how would you feel if taylorswift13 was in a GoBernos video eh eh ,Negative,32.84268081188202
timdifford cheers I spotted that  couldnt find it on the App Store though ,Negative,32.00192451477051
sore throat ,Negative,40.088772773742676
Hed go anywhere with me ,Negative,50.256478786468506
LexiePixie your tarot twreading is next ,Positive,22.937963902950287
Bowl_the_Bunny lol love how we put some in stars some hahacrosses fingers i hope you get more ,Positive,50.154703855514526
This tea taste like pure WATER  Yuck,Negative,43.103188276290894
sad that its not my birthday anymore and that my balloon is deflating ,Negative,40.08713662624359
Great to get bk online my own net was down ,Positive,47.86907434463501
St Andrews is scaring me ,Positive,48.927658796310425
Finally done work YAY ,Positive,53.655582666397095
DTatStar not nice  lol,Negative,41.831591725349426
i aint aliveim just breathing to death ,Negative,53.90172004699707
Sorry you missed it Good night ,Negative,51.3078510761261
oopss did that twice  D im such a silly moo,Negative,49.10925328731537
acj525 mummmmmmmmmmm  can you put the pizza in the oven ,Negative,32.7421635389328
ibbypop haha yeeahh yeahh you know its only till 230 so its not too bad ,Positive,41.86144769191742
Jagusti shit I thought it was months away  Im not in Sheffield this weekend ,Negative,62.7394437789917
Shadez mmmi wouldnt mind lil Katys either ,Positive,26.358675956726074
On a JEW mood Downloading Futures Chase the Light naman mamaya Haha ,Positive,26.446330547332764
Wishes kirstiealley a Happy Mothers Day ,Positive,47.72590696811676
More rain due ugh going to a graduation today and was hoping the kids could go swimming ,Negative,42.53546595573425
woke up early todaydont wanna go to school tomorrow ,Negative,46.38925492763519
I cant seem to fall asleep tonight ,Negative,38.96733522415161
EU09 In 5 years we need a best coverage World take a look here yes here Europe is moving ,Positive,51.65688395500183
That should give you happy thoughts ,Positive,33.69631469249725
monzongo2009 OH NO  Get well soon   Im trying to get well myself in the midst of Merola  Sending you virtual antibiotics ,Negative,45.248210430145264
Dam texts woke me up ,Negative,43.6141699552536
I could seriously go back to sleep  working 311 tonight w mitchbut toni wont be thereits not the same but i hope its fun ilu,Positive,44.394245743751526
eatin an icecream ,Positive,35.21276116371155
FifthSenseNYC Ill be giving the Mark Birley a wear later this week even though Im not a quotquiet manquot ,Negative,40.266796946525574
happy birthday to andy hurley ,Positive,59.902191162109375
Hangin with my bestie suzi ,Positive,52.15548276901245
 FML today sucks i just hope the dance will bring my soul up i pray but im still sadi hateee todayyyyyy gt,Negative,51.638197898864746
But I will follow ,Positive,40.87716042995453
Im saying good bye to a good friend tonight kinda sad ,Positive,46.86685800552368
my last nite in work for weeksah im in such good humour ,Positive,61.3048791885376
My Sonic skills have not improved Running fine Spinning awesome Jump from platform to platform The fail whale grabs me ,Positive,42.07659661769867
saw a red balloon flying outside my window somewhere out there a kid must be crying because the wind blew his balloon away ,Negative,43.323299288749695
Working today Closing 2  11 Missing out on Mings birthday dinnerparty ,Positive,35.93299984931946
JoshBkelley just wanted to say the youngstown girls miss you   amp what happened to tell it like it is on itunes cant find it,Negative,37.68094182014465
AhhhI finally dont have to keep 5 guys happyI get waited on tonite ,Negative,33.0354779958725
hope you feel better mommy  I love you X,Positive,69.03707385063171
KandyChazer it isbut i was told i was gonna be entertained and i wasnt ,Negative,40.23023843765259
yay just realized im not driving this trip and can do all the twittering  ,Negative,44.10578906536102
amf7 Thank you for reminding me I actually have something in mind given the date Hint its Star Trek related ,Positive,34.03343856334686
We should have brought a flask with v0dka Hahaha ,Negative,32.01559782028198
Just got pulled over on 36 I am fucking terrified of cops My headlights out I guess  mew,Negative,55.50069212913513
gotta go checkconsoleconvince 2 yo to stay in bed and that he actually WANTS to go to sleep 20 min nap in car past his sleep ,Negative,53.402143716812134
cali_g510 ok   I got you,Positive,34.959253668785095
Changed the background on here About to go watch Mary Shellys Frankenstein  Add ,Positive,31.398281455039978
MANDY_EMMERSON I know you do Go TEAM GB ,Positive,32.7802300453186
sdministry Hey scott Its Ashli from Shelby County We met when Rick and Mick were in town How you been It been awhile ,Positive,31.4247727394104
temptationdice why did my family decide to have a family gathering  i see why you hate them ,Negative,40.126267075538635
kerryjor Happy Birthday  Enjoy the cougar years  roar ,Positive,53.52517366409302
I work 96 today with bitch boss ,Positive,57.374221086502075
  DD has pinkeyenot fun,Positive,40.53928554058075
3 little birds pitch by my door step singing sweet songs of melodies pure amp true sayin dis is my message 2 you dont worry about a thing ,Positive,59.11908745765686
Church of the Highlands  1130 in the Bryant Conference Center BE THERE   ,Positive,40.08744955062866
Off to london biggin hill ,Negative,32.93817341327667
definitely just failed my exam ,Negative,58.37860703468323
Burlesquetron oh sorry I didnt see this tweet further down sorry unhappy DD  4 champers 4 me  looking 4 hair dye in back of cupboard ,Negative,68.59135627746582
laurie_pringle I mention it in the blog post Its in Vancouver ,Positive,28.510743379592896
I am soooo happy ,Positive,55.99069595336914
Itxi_Itx th3maw  This is a great conversation  What else might you do with your sheets during the act of love  eh  eh  ,Positive,52.347999811172485
mark cubans doin handsprings right now the quotpunks and thugsquot are sinking but hes not looking forward to paying dirks child support ,Negative,49.163034558296204
lovelyberries haha you can cuddle with me anytime ,Positive,48.71717393398285
had a lovely birthday  ,Positive,41.146549582481384
judez_xo ugly kids there  woahh where am i then ,Negative,58.304762840270996
canadianfamily The best thing about my Mothers Day was my son And the card my husband got me from our 55 week old son ,Positive,75.66062808036804
Just got off the  â  Misery loves company Haha,Negative,53.84957790374756
ugh sdre isnt coming here  lame today can suck my dick,Negative,74.55386519432068
andyclemmensen tv on mute cause its boring but then ipod with speakers on timer  now thats how its done,Negative,37.83196210861206
TWO More weeks and its back to work ,Negative,40.84912836551666
is healthy breakfast then back to geography revision ,Positive,46.12016677856445
off to sleep GOOD NIGHT WORLD  hope itll not rain tomorrow,Negative,29.355114698410034
Kylies being a bad girl today ,Negative,53.82547974586487
LaYdeeDeliSh hes definately a strong lil guy ,Positive,36.85999512672424
I watched UP This time I cried  Its really sad and hilarious  That movie totally rocks,Negative,62.778764963150024
just booked my driving test ,Positive,47.453051805496216
ive been working for more than 24 hours now ,Positive,39.370810985565186
ddlovato I wish I was a celeb like you Miley Cyrus Selena Gomez Taylor Swift and all those pretty girls out there ,Negative,33.000448346138
I cant believe the last survivor of the Titanic diedthats really sad ,Negative,57.43510127067566
Starting to wonder if my future landlord is crazy or prejudice against americans this may not end well ,Negative,37.03243434429169
kiniaq and the reasons are never wrong my dear they are absolutely lovely  wow,Positive,87.28170394897461
lexia well done on all your reporting  Havent been vocal but have enjoyed and appreciated your work Cheers lady ,Positive,45.87506651878357
I would love the 85mm 12  but would settle for the 85mm 18 Id also love a 1Dsmark3 for it to sit on ,Positive,45.27516961097717
AngelIVXXX very good price ,Positive,61.696040630340576
MrRathbone You have many friends here who will walk with you through the dark and the light Smile ,Positive,58.56063961982727
soo hungry hot dogs with all the fixings sounds yummy  ,Negative,29.56644892692566
is having a bad day  email not working properly and looks like the 10km run is off for me ,Negative,66.47878885269165
officialnjonas you speak my name in chat pleaseI am a big fan yourfollow me ,Positive,41.134434938430786
The Tonight Show w Conan was AWESOME I missed that tall pale redheaded man ,Positive,55.80466389656067
Hail_Mary_Jane never date anyone whos on twitter then you cant tweet about how whack they areltsooooooooo true ,Negative,81.89603090286255
I need someone to talk to  Who can that be ,Positive,27.825120091438293
BrianMcnugget still your old joker kinda selfim gladi kinda miss it ,Positive,34.14544463157654
un vot pe blogoree pls    Multumesc ,Positive,25.37776827812195
Dear baby I cant wait until your teething days are over ,Positive,30.608734488487244
ninasplayground LOL I didnt know it was on  OF COURSE if watch that dumb bitches show  like a train wreck Cant stop watching ,Negative,48.597562313079834
imPLastic ,Positive,44.2891001701355
BlackBerry troubles all over fortunately enough I dont have one My HTC Touch works fine for almost 2 years ,Positive,34.978193044662476
MeganBull how do you know how much your twitter profile is worth hahaor was that a joke ,Negative,49.310508370399475
  I knew it from the start Its a two year old tshirt by now Always makes me pleased to see though ,Positive,48.50188195705414
I had Wendys before this That was a bad choice   ,Negative,35.12260317802429
cjm55 Thanks  ,Positive,45.40938436985016
why do people not just try to understand instead of getting pissed off  when someone needs you its cause they love you,Positive,47.49996066093445
Castiel_ yeah totally ,Positive,28.755193948745728
Lumiel Arent you sweet ,Positive,42.537087202072144
CDC Vaccine Advisor Pockets 29 Million Promoting Vaccines     MORE ELITIST SCUM VACCINATION PROFITEERING  Sorry ,Negative,71.36387228965759
MissChriis i dont know how to celebrate yet lol but im very excited about it ,Negative,50.147974491119385
windsorj Poor thing  Hope you feel brighter soon x,Negative,51.68766379356384
Ah The perfect summer day was ruined by the rain Too good to be true  but its still hot as hell I feel sticky and gross Long day Ha,Positive,33.003926277160645
 i gotta work today,Positive,51.733797788619995
nowamunkie My pleasure ,Positive,63.6963427066803
Blood Brothers was Amazing  Got my program signed by the cast  Got a Picture with Sean Jones ,Positive,61.634624004364014
bob to the top high school musical porno ftw ,Positive,68.46935153007507
DavidArchie Im running a fever  If you gave me a shoutout I swear Id get better HINTHINT HAHAHA,Negative,43.58212053775787
edicius during this Stanley Cup match up yes I am a Pens fan ,Positive,56.56830668449402
besz I will tell you on Thursday all about Tuesday I promise How bout I skip all this and just eat the monkey for breakfast ,Negative,47.2413033246994
I thought it was meant to be a hot summer  to mean rain doesnt mean hot,Positive,39.669269323349
Wolfie75 Welcomes home  Glad you had a fabbo time,Positive,63.11102509498596
doesnt know what to do with himself today but might get some blonde put in his hair for summer ,Positive,53.96615266799927
kick  butt Chuck has been renewed for a third season  Sucks only 13 episodes though    ,Positive,29.085159301757812
just wants to get it over and done with I miss working ,Negative,42.201194167137146
Boy_Kill_Boy Anything for first class tix ,Negative,52.27991342544556
Jason25329 Sorry to hear that  but hey youre eating well at least,Negative,27.647602558135986
Phew Done rewriting the 1st bit of my results to order Reread comments from bosses to ensure Id incorporated them Had But sad now ,Positive,33.72495770454407
morning tweeple  hope you all have a great monday,Positive,61.53680682182312
Home and off for hopefully a sunny weekend ,Positive,35.8841210603714
innocent_eyez26 OMG o ahahaa oh well thats common there  hihii,Negative,75.7202684879303
packing up my room ,Positive,53.9615273475647
CEO is on the floor today Need to be careful while surfing today Its all work and no play day ,Positive,31.71601891517639
hitting the gym  its bout time,Positive,24.34423118829727
Wife just left on a motorcycle ride I still need to get my Washington plates  so I am at home Drat ,Positive,26.026904582977295
TwilightilDawn Oh man I want palm trees and the beautiful ocean Not cow town CO  Follow peterfacinelli billy_burke,Positive,32.656654715538025
musicmonday King Blues My Bolder ,Positive,59.82661843299866
I have a 1500word deadline in 2 days stacks of research materials are surrounding me and I dont have a clue how to start  Need coffee,Negative,32.24367797374725
gfalcone601 well at least you had a great time and thats whats important ,Positive,30.01723885536194
Oh and more car FAIL after all the work i had done Fri the Check Engine light went on just as i got home last night ,Negative,62.7106249332428
itwittmyclit Im jealous I wanna nerd out ,Negative,55.76688051223755
PiKaHsSo Sup fam Hope you have a GREAT weekend Keep doing what u do we appreciate u ,Positive,51.7427921295166
  Before his hair cut I just wanna kiss that little face all day long ,Positive,36.890411376953125
mike_rhodes r u romeo from somewhere ,Positive,28.507331013679504
Only problem with Google Chrome no foxkeh ,Positive,31.45880699157715
Figuring out how to live a life where Im my own boss fun ,Positive,49.69542622566223
CAN YOU SAY AFTER 30 HOURS OF TRAVELING IM FINALLY IN ARGENTINA yes oh hello Buenos Aires how i love you ,Positive,75.87490677833557
dawnmcwilliams Saha ,Positive,35.94602644443512
I dont feel well at all Dizziness and vomit No fun ,Negative,60.260701179504395
I want to drink tonight want a cosmopolitan ,Positive,33.309805393218994
dance2jeffreee I have already watch that video lol ,Positive,35.6674462556839
Everytime she stops talkin or replying for hours or days it is like shes leavin me all over again ,Negative,53.99518609046936
is off to work til 4 Happy Hump Day ,Negative,37.76405453681946
girl_alex   Hope youre okay,Positive,50.41903853416443
i made 29 updates today my record xD talk to you tomorrow bye ,Positive,48.858797550201416
disco_di aww tell me about it its just not the same  hope you have a better day,Negative,34.279343485832214
SomeWriter Hey great minds think alike ,Positive,33.09084177017212
Mothers Day is a traditionally time for BBQ here  unfortunately I dont like BBQ at all   but I am also not a mother  ,Positive,33.15354585647583
back from school w _gerardo Making a grocery run w kellan_craddock before celebrating chadachis 22nd birthday with a barbeque ,Positive,33.26626718044281
Summat to make your laugh today  ,Positive,31.61211907863617
regretting not wearing sunscreen today spent 6 hours walking round Kew Gardens during a mini heatwave Healthy glow is an understatement ,Negative,46.656253933906555
Shot after shot Alc is lying to me ,Negative,54.611003398895264
kirstiealley Prizes are good ,Positive,49.64105784893036
Everyone follow JKitsJena because this twitter is fawked pleeeeease and thank you ,Negative,63.197046518325806
 the booptys crib watching chucky 3 with the little one my boopty aint feeling well ,Positive,36.856138706207275
im off from one job and now im off to my next one i wish i was rich and didnt have to worry about money but i have to cuz of my son   ,Negative,42.350152134895325
BT_broadband Ah well were both in the same boat then I switched because they were throttling the speed every single night ,Negative,34.70785319805145
and thedebbyryan  is WRONG tha page dont found  follow us we r ur team TEAMofDEBBYRYAN,Negative,66.20599031448364
tonyrobbins quotparadise is where I amquot he also said ,Positive,25.837624073028564
Guitargirl5595 yeah so now i am all bummed cause now i dont have college anymore ,Negative,54.59681153297424
TomboyTigress  you told me you LIKED my marshmallow fish runs off crying,Positive,23.37341606616974
is back at the hotel wifi doesnt reach the room  ,Negative,55.2939772605896
Im a very open girl and if you remain respectful we will have a lot of fun  See my pics here ,Positive,37.223780155181885
jaimeeashley i demand a picture of the red hair please and thankyou ,Positive,28.858521580696106
I will try to remember to Twitter from the George Strait concert ,Positive,33.037269115448
going to take some photo and ride my whole new bike ,Positive,42.98139810562134
good afternnon world althought the weather is bad i hate the rainny season ,Positive,46.16329371929169
Hai anyone wanna hang ,Negative,73.63495230674744
